MC2-E-0005	MC2-E-0005-0008	debut with the film 'Following'
MC2-E-0005	MC2-E-0005-0009	given an extraordinary amount of clout
MC2-E-0005	MC2-E-0005-0010	began making films at age seven
MC2-E-0005	MC2-E-0005-0011	often worked with his brother, Jonathan Nolan
MC2-E-0005	MC2-E-0005-0012	never uses a cell phone or an email address
MC2-E-0005	MC2-E-0005-0013	characters are often morally ambiguous
MC2-E-0005	MC2-E-0005-0014	producer
MC2-E-0005	MC2-E-0005-0015	drama:'The Prestige'
MC2-E-0005	MC2-E-0005-0016	filmmaking is like a combination of intuition and geometry
MC2-E-0005	MC2-E-0005-0017	emphasises dialogue scenes framed in wide close-up
MC2-E-0005	MC2-E-0005-0018	Film director
MC2-E-0005	MC2-E-0005-0019	a persuasively inventive storyteller
MC2-E-0005	MC2-E-0005-0020	characters are often emotionally disturbed
MC2-E-0005	MC2-E-0005-0021	9 films grossed US$4.2 billion worldwide
MC2-E-0005	MC2-E-0005-0022	emphasises muted colors, often monochrome
MC2-E-0005	MC2-E-0005-0023	emphasises men in suits
MC2-E-0005	MC2-E-0005-0024	his American mother worked as a flight attendant
MC2-E-0005	MC2-E-0005-0025	the premier big-canvas storyteller of his generation
MC2-E-0005	MC2-E-0005-0026	Movie: 'Inception'
MC2-E-0005	MC2-E-0005-0027	produced most critically and commercially successful films
MC2-E-0005	MC2-E-0005-0028	second film, 'Memento'
MC2-E-0005	MC2-E-0005-0029	film:'Insomnia'
MC2-E-0005	MC2-E-0005-0030	Movie: 'Interstellar'
MC2-E-0005	MC2-E-0005-0031	screenwriter
MC2-E-0005	MC2-E-0005-0032	born in London
MC2-E-0005	MC2-E-0005-0033	considerable technical virtuosity and visual flair
MC2-E-0005	MC2-E-0005-0034	both British and American citizenship
MC2-E-0005	MC2-E-0005-0035	emphasises urban settings
MC2-E-0005	MC2-E-0005-0036	garnered 26 Oscar nominations and seven awards
MC2-E-0005	MC2-E-0005-0037	has an older brother and a younger brother
MC2-E-0005	MC2-E-0005-0038	Movie: 'The Dark Knight Trilogy'
MC2-E-0006	MC2-E-0006-0001	Beatified 1929 by Pope Pius XI
MC2-E-0006	MC2-E-0006-0002	Godfrey Maurice
MC2-E-0006	MC2-E-0006-0003	Years of service: 1760–1788
MC2-E-0006	MC2-E-0006-0004	Martyred 12 July 1598 at Southwark, England(Saint John Jones,O.F.M
MC2-E-0006	MC2-E-0006-0005	Institution du Mérite Militaire Congressional Gold Medal Order of St. Anne
MC2-E-0006	MC2-E-0006-0006	Saint John Jones, O.F.M
MC2-E-0006	MC2-E-0006-0007	executed 12 July 1598
MC2-E-0006	MC2-E-0006-0008	Canonized 25 October 1970 by Pope Paul VI
MC2-E-0006	MC2-E-0006-0009	Catholic priest
MC2-E-0006	MC2-E-0006-0010	Venerated by Pope Leo XIII
MC2-E-0006	MC2-E-0006-0011	John Paul Jones
MC2-E-0006	MC2-E-0006-0012	Captain or British Merchant Navy
MC2-E-0006	MC2-E-0006-0013	Scottish American sailor
MC2-E-0006	MC2-E-0006-0014	Captain of Continental Navy
MC2-E-0006	MC2-E-0006-0015	John Griffith
MC2-E-0006	MC2-E-0006-0016	Feast: 12 July
MC2-E-0006	MC2-E-0006-0017	born at Clynnog Fawr, Caernarfonshire, Wales
MC2-E-0006	MC2-E-0006-0018	July 6, 1747 – July 18, 1792
MC2-E-0006	MC2-E-0006-0019	Franciscan friar
MC2-E-0006	MC2-E-0006-0020	died of interstitial nephritis
MC2-E-0006	MC2-E-0006-0021	Forty Martyrs of England and Wales
MC2-E-0006	MC2-E-0006-0022	John Buckley
MC2-E-0006	MC2-E-0006-0023	Rear Admiral of Imperial Russian Navy
MC2-E-0006	MC2-E-0006-0024	naval fighter in the American Revolutionary War
MC2-E-0007	MC2-E-0007-0001	born on the island of Corsica
MC2-E-0007	MC2-E-0007-0002	defeated at the Battle of Waterloo
MC2-E-0007	MC2-E-0007-0003	established legal equality and religious toleration
MC2-E-0007	MC2-E-0007-0004	an innovator
MC2-E-0007	MC2-E-0007-0005	absent during Peninsular War
MC2-E-0007	MC2-E-0007-0006	cut off European trade with Britain
MC2-E-0007	MC2-E-0007-0007	general of the Army of Italy
MC2-E-0007	MC2-E-0007-0008	one of the most controversial political figures
MC2-E-0007	MC2-E-0007-0009	won at the Battle of Wagram
MC2-E-0007	MC2-E-0007-0010	baptised as a Catholic
MC2-E-0007	MC2-E-0007-0011	invaded Russia
MC2-E-0007	MC2-E-0007-0012	First Consul of the Consulate
MC2-E-0007	MC2-E-0007-0013	led French military in the Revolutionary Wars and the Napoleonic Wars
MC2-E-0007	MC2-E-0007-0014	married Joséphine de Beauharnais
MC2-E-0007	MC2-E-0007-0015	prominenced during the French Revolution
MC2-E-0007	MC2-E-0007-0016	15 August 1769 – 5 May 1821
MC2-E-0007	MC2-E-0007-0017	defeated at the Battle of Leipzig
MC2-E-0007	MC2-E-0007-0018	signed the Treaty of Amiens
MC2-E-0007	MC2-E-0007-0019	French political leader
MC2-E-0007	MC2-E-0007-0020	conquered most of Europe
MC2-E-0007	MC2-E-0007-0021	compelled Portugal to follow the Continental System
MC2-E-0007	MC2-E-0007-0022	forced the Russians to accept the Treaties of Tilsit
MC2-E-0007	MC2-E-0007-0023	Emperor of the French
MC2-E-0007	MC2-E-0007-0024	French military
MC2-E-0007	MC2-E-0007-0025	had remarkably strong ambition
MC2-E-0007	MC2-E-0007-0026	understood military technology
MC2-E-0007	MC2-E-0007-0027	established the Continental System
MC2-E-0007	MC2-E-0007-0028	exiled to the island of Elba
MC2-E-0007	MC2-E-0007-0029	adopted the Code Civil, now known as the Napoleonic Code
MC2-E-0007	MC2-E-0007-0030	legalized divorce
MC2-E-0007	MC2-E-0007-0031	had a hypnotic impact on people
MC2-E-0007	MC2-E-0007-0032	known for rare combination of will, intellect and physical vigour
MC2-E-0007	MC2-E-0007-0033	scored victories during Italian military campaign against Austrians
MC2-E-0007	MC2-E-0007-0034	signed Concordat of 1801 with the Catholic Church
MC2-E-0007	MC2-E-0007-0035	imprisoned on the island of Saint Helena
MC2-E-0007	MC2-E-0007-0036	abolished feudalism
MC2-E-0007	MC2-E-0007-0037	modest family of noble Italian ancestry
MC2-E-0008	MC2-E-0008-0001	film: Monte Carlo
MC2-E-0008	MC2-E-0008-0002	currently working with Zedd, Dreamlab and the LA-based producer Ruffian
MC2-E-0008	MC2-E-0008-0003	signed with Interscope Records
MC2-E-0008	MC2-E-0008-0004	first featured on childrens seriesBarney & Friends
MC2-E-0008	MC2-E-0008-0005	worked with Selena Gomez & the Scene band
MC2-E-0008	MC2-E-0008-0006	film: Hotel Transylvania
MC2-E-0008	MC2-E-0008-0007	Selena Marie Gomez
MC2-E-0008	MC2-E-0008-0008	album: When the Sun Goes Down
MC2-E-0008	MC2-E-0008-0009	film: Ramona and Beezus
MC2-E-0008	MC2-E-0008-0010	album: Stars Dance
MC2-E-0008	MC2-E-0008-0011	currently filming The Big Short
MC2-E-0008	MC2-E-0008-0012	worked with UNICEF
MC2-E-0008	MC2-E-0008-0013	named ambassador to the Ryan Seacrest Foundation
MC2-E-0008	MC2-E-0008-0014	film: The Revised Fundamentals of Caregiving
MC2-E-0008	MC2-E-0008-0015	own a production company July Moon Productions
MC2-E-0008	MC2-E-0008-0016	born July 22, 1992
MC2-E-0008	MC2-E-0008-0017	Disney Channel series: Wizards of Waverly Place
MC2-E-0008	MC2-E-0008-0018	dated Justin Bieber
MC2-E-0008	MC2-E-0008-0019	American actress
MC2-E-0008	MC2-E-0008-0020	film: Rudderless
MC2-E-0008	MC2-E-0008-0021	Website: selenagomez.com
MC2-E-0008	MC2-E-0008-0022	album: For You
MC2-E-0008	MC2-E-0008-0023	currently filming In Dubious Battle
MC2-E-0008	MC2-E-0008-0024	American singer
MC2-E-0008	MC2-E-0008-0025	album: Kiss & Tell
MC2-E-0008	MC2-E-0008-0026	song: Come & Get It
MC2-E-0008	MC2-E-0008-0027	film: Behaving Badly
MC2-E-0008	MC2-E-0008-0028	film: Spring Breakers
MC2-E-0008	MC2-E-0008-0029	launched clothing line Dream Out Loud
MC2-E-0008	MC2-E-0008-0030	born and raised in Grand Prairie, Texas
MC2-E-0008	MC2-E-0008-0031	album: A Year Without Rain
MC2-E-0009	MC2-E-0009-0001	an American author
MC2-E-0009	MC2-E-0009-0002	published 6 short story collections
MC2-E-0009	MC2-E-0009-0003	won Nobel Prize in Literature
MC2-E-0009	MC2-E-0009-0004	called his own style the iceberg theory
MC2-E-0009	MC2-E-0009-0005	worked for 'The Kansas City Star' newspaper
MC2-E-0009	MC2-E-0009-0006	A Farewell to Arms
MC2-E-0009	MC2-E-0009-0007	married four times
MC2-E-0009	MC2-E-0009-0008	born in Oak Park, Illinois
MC2-E-0009	MC2-E-0009-0009	The Sun Also Rises
MC2-E-0009	MC2-E-0009-0010	influenced by the 'Lost Generation', expatriate community
MC2-E-0009	MC2-E-0009-0011	first piece was about the Chicago Symphony Orchestra
MC2-E-0009	MC2-E-0009-0012	committed suicide
MC2-E-0009	MC2-E-0009-0013	published 7 novels
MC2-E-0009	MC2-E-0009-0014	themes are often love, war, wilderness and loss
MC2-E-0009	MC2-E-0009-0015	strong influence on 20th-century fiction
MC2-E-0009	MC2-E-0009-0016	first wife was Hadley Richardson
MC2-E-0009	MC2-E-0009-0017	International Imitation Hemingway Competition was created
MC2-E-0009	MC2-E-0009-0018	had economical and understated writing style
MC2-E-0009	MC2-E-0009-0019	The Sun Also Rises
MC2-E-0009	MC2-E-0009-0020	his novel, 'For Whom the Bell Tolls' was nominated for a Pulitzer Prize
MC2-E-0009	MC2-E-0009-0021	The Old Man and the Sea
MC2-E-0009	MC2-E-0009-0022	changed the nature of American writing
MC2-E-0009	MC2-E-0009-0023	almost killed in two successive plane crashes
MC2-E-0009	MC2-E-0009-0024	an American  journalist
MC2-E-0009	MC2-E-0009-0025	The Short Happy Life of Francis Macomber
MC2-E-0009	MC2-E-0009-0026	worked for 'Toronto Star' as a foreign correspondent
MC2-E-0009	MC2-E-0009-0027	Indian Camp
MC2-E-0009	MC2-E-0009-0028	July 21, 1899 – July 2, 1961
MC2-E-0009	MC2-E-0009-0029	popular for the art of narrative
MC2-E-0009	MC2-E-0009-0030	excelled in English classes in high school
MC2-E-0009	MC2-E-0009-0031	World War I ambulance driver
MC2-E-0009	MC2-E-0009-0032	writing style was shaped in reaction to experience of world war
MC2-E-0009	MC2-E-0009-0033	bought a house in Ketchum, Idaho
MC2-E-0009	MC2-E-0009-0034	Ernest Miller Hemingway
MC2-E-0009	MC2-E-0009-0035	The Short Happy Life of Francis Macomber
MC2-E-0009	MC2-E-0009-0036	worked between the mid-1920s and the mid-1950s
MC2-E-0009	MC2-E-0009-0037	considered classics of American literature
MC2-E-0009	MC2-E-0009-0038	published 2 non-fiction works
MC2-E-0009	MC2-E-0009-0039	graduated from Oak Park and River Forest High School
MC2-E-0010	MC2-E-0010-0001	won the UEFA Super Cup
MC2-E-0010	MC2-E-0010-0002	moved to Tottenham Hotspur in 2007
MC2-E-0010	MC2-E-0010-0003	born in Cardiff, Wales
MC2-E-0010	MC2-E-0010-0004	winger for Spanish club Real Madrid
MC2-E-0010	MC2-E-0010-0005	FWA Footballer of the Year
MC2-E-0010	MC2-E-0010-0006	BBC Wales Sports Personality of the Year
MC2-E-0010	MC2-E-0010-0007	BBC Wales Carwyn James Junior Sportsman of the Year
MC2-E-0010	MC2-E-0010-0008	Number 11
MC2-E-0010	MC2-E-0010-0009	winger for the Wales national team
MC2-E-0010	MC2-E-0010-0010	born 16 July 1989
MC2-E-0010	MC2-E-0010-0011	began professional career at Southampton
MC2-E-0010	MC2-E-0010-0012	Gareth Frank Bale
MC2-E-0010	MC2-E-0010-0013	FIFAs 11 against Ebola campaign
MC2-E-0010	MC2-E-0010-0014	The Football Manager Team of the Decade
MC2-E-0010	MC2-E-0010-0015	Height: 1.83 m
MC2-E-0010	MC2-E-0010-0016	Welsh professional footballer
MC2-E-0010	MC2-E-0010-0017	Premier League PFA Team of the Year
MC2-E-0010	MC2-E-0010-0018	transferred to Spanish team Real Madrid in 2013
MC2-E-0010	MC2-E-0010-0019	Tottenham Hotspur Young Player of the Year
MC2-E-0010	MC2-E-0010-0020	Wales Player of the Year Award
MC2-E-0010	MC2-E-0010-0021	PFA Young Player of the Year
MC2-E-0010	MC2-E-0010-0022	FAW Young Player of the Year
MC2-E-0010	MC2-E-0010-0023	PFA Players Player of the Year
MC2-E-0011	MC2-E-0011-0001	two BAFTA Awards
MC2-E-0011	MC2-E-0011-0002	characterized by satirical subject matter
MC2-E-0011	MC2-E-0011-0003	an American film director
MC2-E-0011	MC2-E-0011-0004	film:'Inglourious Basterds'
MC2-E-0011	MC2-E-0011-0005	two Golden Globe Awards
MC2-E-0011	MC2-E-0011-0006	his mother has Irish and Cherokee ancestry
MC2-E-0011	MC2-E-0011-0007	film:'Django Unchained'
MC2-E-0011	MC2-E-0011-0008	film:'Death Proof'
MC2-E-0011	MC2-E-0011-0009	his father is of Italian descent
MC2-E-0011	MC2-E-0011-0010	characterized by non-linear storylines
MC2-E-0011	MC2-E-0011-0011	years active: 1987–
MC2-E-0011	MC2-E-0011-0012	believes in reincarnation
MC2-E-0011	MC2-E-0011-0013	film:'Jackie Brown'
MC2-E-0011	MC2-E-0011-0014	film:'Reservoir Dogs'
MC2-E-0011	MC2-E-0011-0015	often uses graphic violence
MC2-E-0011	MC2-E-0011-0016	born March 27, 1963
MC2-E-0011	MC2-E-0011-0017	film:'Pulp Fiction'
MC2-E-0011	MC2-E-0011-0018	two Academy Awards
MC2-E-0011	MC2-E-0011-0019	not married
MC2-E-0011	MC2-E-0011-0020	100 Most Influential People in the World by Time
MC2-E-0011	MC2-E-0011-0021	an independent filmmaker
MC2-E-0011	MC2-E-0011-0022	has a younger half-brother, Ron
MC2-E-0011	MC2-E-0011-0023	an American film producer
MC2-E-0011	MC2-E-0011-0024	Reservoir Dogs was called the 'Greatest Independent Film of All Time'
MC2-E-0011	MC2-E-0011-0025	bought the New Beverly Cinema
MC2-E-0011	MC2-E-0011-0026	plans to retire from filmmaking at 60
MC2-E-0011	MC2-E-0011-0027	has no religion but believes in divine inspiration
MC2-E-0011	MC2-E-0011-0028	worked at a video rental store, Video Archives
MC2-E-0011	MC2-E-0011-0029	characterized by features of spaghetti Westerns
MC2-E-0011	MC2-E-0011-0030	received the Palme dOr
MC2-E-0011	MC2-E-0011-0031	film:'Kill Bill'
MC2-E-0011	MC2-E-0011-0032	characterized by features of neo-noir film
MC2-E-0011	MC2-E-0011-0033	platonic relationship with Uma Thurman
MC2-E-0011	MC2-E-0011-0034	characterized by an aestheticization of violence
MC2-E-0011	MC2-E-0011-0035	described 'bursting with energy' and 'focused' by an actor, Steve Buscemi
MC2-E-0011	MC2-E-0011-0036	first film: My Best Friends Birthday
MC2-E-0011	MC2-E-0011-0037	born in Knoxville, Tennessee
MC2-E-0012	MC2-E-0012-0001	Pacific League Best Nine Award
MC2-E-0012	MC2-E-0012-0002	Pacific League strikeout title
MC2-E-0012	MC2-E-0012-0003	alternate transliteration of the Persian word dervish
MC2-E-0012	MC2-E-0012-0004	2006 Asia Series MVP
MC2-E-0012	MC2-E-0012-0005	Hepburn: Darubisshu Yū
MC2-E-0012	MC2-E-0012-0006	NPB All-Star
MC2-E-0012	MC2-E-0012-0007	Texas Rangers of Major League Baseball
MC2-E-0012	MC2-E-0012-0008	AL Strikeout Champion
MC2-E-0012	MC2-E-0012-0009	Yu Darvish
MC2-E-0012	MC2-E-0012-0010	Japanese starting pitcher
MC2-E-0012	MC2-E-0012-0011	Pacific League Mitsui Golden Glove Award
MC2-E-0012	MC2-E-0012-0012	Pacific League MVP
MC2-E-0012	MC2-E-0012-0013	one of the 15 MLB screwball pitchers
MC2-E-0012	MC2-E-0012-0014	born in Habikino, Osaka, Japan
MC2-E-0012	MC2-E-0012-0015	2007 Pacific League Climax Series MVP
MC2-E-0012	MC2-E-0012-0016	underwent Tommy John surgery on March 17, 2015
MC2-E-0012	MC2-E-0012-0017	a member of the Japanese national team
MC2-E-0012	MC2-E-0012-0018	Strikeouts: 680
MC2-E-0012	MC2-E-0012-0019	2007 Eiji Sawamura Award
MC2-E-0012	MC2-E-0012-0020	Win-loss record: 39-25
MC2-E-0012	MC2-E-0012-0021	finished second in the AL Cy Young Award vote
MC2-E-0012	MC2-E-0012-0022	Earned run average: 3.27
MC2-E-0012	MC2-E-0012-0023	pitched in the 2008 Beijing Olympics
MC2-E-0012	MC2-E-0012-0024	Japan Series champion
MC2-E-0012	MC2-E-0012-0025	Japanese: ダルビッシュ 有
MC2-E-0012	MC2-E-0012-0026	currently represented by agents Don Nomura and Arn Tellem
MC2-E-0012	MC2-E-0012-0027	Pacific League ERA title
MC2-E-0012	MC2-E-0012-0028	All-Star
MC2-E-0012	MC2-E-0012-0029	pitched in the 2009 World Baseball Classic
MC2-E-0012	MC2-E-0012-0030	finished third in the American League   Rookie of the Year balloting
MC2-E-0012	MC2-E-0012-0031	born August 16, 1986
MC2-E-0013	MC2-E-0013-0001	born May 6, 1961
MC2-E-0013	MC2-E-0013-0002	Confessions of a Dangerous Mind
MC2-E-0013	MC2-E-0013-0003	drama: ER
MC2-E-0013	MC2-E-0013-0004	his mother, Nina Bruce, was a beauty queen
MC2-E-0013	MC2-E-0013-0005	debut on television in 1978
MC2-E-0013	MC2-E-0013-0006	Irish, German, and English ancestry
MC2-E-0013	MC2-E-0013-0007	film: Batman & Robin
MC2-E-0013	MC2-E-0013-0008	purchased a big house in Los Angeles
MC2-E-0013	MC2-E-0013-0009	film: The Ides of March
MC2-E-0013	MC2-E-0013-0010	his father, Nick Clooney, is a former anchorman
MC2-E-0013	MC2-E-0013-0011	born in Lexington, Kentucky
MC2-E-0013	MC2-E-0013-0012	has an older sister, Adelia
MC2-E-0013	MC2-E-0013-0013	married two times
MC2-E-0013	MC2-E-0013-0014	only person ever to be nominated for Academy Awards in six categories
MC2-E-0013	MC2-E-0013-0015	Academy Award for Best Supporting Actor for Syriana
MC2-E-0013	MC2-E-0013-0016	an American director
